"DOI","year","title","citCounts"
"1412","10.1093/biomet/93.4.943",2006,"Multi-level modelling under informative sampling",1
"1413","10.1093/biomet/93.4.927",2006,"Modelling of covariance structures in generalised estimating equations for longitudinal data",5
"1414","10.1093/biomet/93.4.911",2006,"A functional-based distribution diagnostic for a linear model with correlated outcomes",0
"1415","10.1093/biomet/93.4.895",2006,"Semiparametric estimation of marginal mark distribution",0
"1416","10.1093/biomet/93.4.877",2006,"Variable selection in clustering via {D}irichlet process mixture models",4
"1417","10.1093/biomet/93.4.861",2006,"Forming post-strata via {B}ayesian treed capture-recapture models",0
"1418","10.1093/biomet/93.4.843",2006,"Building mixture trees from binary sequence data",0
"1419","10.1093/biomet/93.4.827",2006,"Auxiliary mixture sampling for parameter-driven models of time series of counts with applications to state space modelling",1
"1420","10.1093/biomet/93.4.809",2006,"Bayesian model selection for partially observed diffusion models",0
"1421","10.1093/biomet/93.4.791",2006,"Posterior propriety and computation for the {C}ox regression model with applications to missing covariates",0
"1422","10.1093/biomet/93.4.777",2006,"Nonparametric {$k$}-sample tests with panel count data",2
"1423","10.1093/biomet/93.4.763",2006,"Analysing panel count data with informative observation times",0
"1424","10.1093/biomet/93.4.747",2006,"Censored linear regression for case-cohort studies",1
"1425","10.1093/biomet/93.2.486",2006,"Understanding nonparametric estimation for clustered data",3
"1426","10.1093/biomet/93.2.481",2006,"Models for recurring events with marginal proportional hazards",0
"1427","10.1093/biomet/93.2.472",2006,"Local likelihood density estimation based on smooth truncation",0
"1428","10.1093/biomet/93.2.465",2006,"Parametric modelling of thresholds across scales in wavelet regression",1
"1429","10.1093/biomet/93.2.459",2006,"Rank-based regression for analysis of repeated measures",0
"1430","10.1093/biomet/93.2.451",2006,"An efficient {M}arkov chain {M}onte {C}arlo method for distributions with intractable normalising constants",5
"1431","10.1093/biomet/93.2.439",2006,"Estimating a bivariate density when there are extra data on one or both components",0
"1432","10.1093/biomet/93.2.425",2006,"Effects of the reference set on frequentist inferences",0
"1433","10.1093/biomet/93.2.411",2006,"Using the periodogram to estimate period in nonparametric regression",1
"1434","10.1093/biomet/93.2.399",2006,"A test statistic for graphical modelling of multivariate time series",1
"1435","10.1093/biomet/93.2.385",2006,"Fitting binary regression models with case-augmented samples",1
"1436","10.1093/biomet/93.2.367",2006,"Nonparametric estimation with left-truncated semicompeting risks data",0
"1437","10.1093/biomet/93.2.357",2006,"Confidence bands for hazard rates under random censorship",0
"1438","10.1093/biomet/93.2.343",2006,"Estimating the quality-of-life-adjusted gap time distribution of successive events subject to censoring",0
"1439","10.1093/biomet/93.2.329",2006,"On the accelerated failure time model for current status and interval censored data",2
"1440","10.1093/biomet/93.2.315",2006,"A {$k$}-sample test with interval censored data",0
"1441","10.1093/biomet/93.2.303",2006,"Linear life expectancy regression with censored data",2
"1442","10.1093/biomet/93.2.289",2006,"Optimal blocking of two-level factorial designs",0
"1443","10.1093/biomet/93.2.279",2006,"A construction method for orthogonal {L}atin hypercube designs",8
"1444","10.1093/biomet/93.2.269",2006,"Applying the {H}orvitz-{T}hompson criterion in complex designs: a computer-intensive perspective for estimating inclusion probabilities",1
"1445","10.1093/biomet/93.2.255",2006,"{$M$}-quantile models for small area estimation",0
"1446","10.1093/biomet/93.2.235",2006,"Bayesian alignment using hierarchical models, with applications in protein bioinformatics",0
"1447","10.1093/biomet/93.1.228",2006,"A note on kernel polygons",0
"1448","10.1093/biomet/93.1.221",2006,"A note on time-reversibility of multivariate linear processes",1
"1449","10.1093/biomet/93.1.215",2006,"On {B}artlett correction of empirical likelihood in the presence of nuisance parameters",5
"1450","10.1093/biomet/93.1.207",2006,"Semiparametric transformation models for the case-cohort study",0
"1451","10.1093/biomet/93.1.197",2006,"Range of correlation matrices for dependent {B}ernoulli random variables",0
"1452","10.1093/biomet/93.1.179",2006,"A shrinkage estimator for spectral densities",0
"1453","10.1093/biomet/93.1.163",2006,"Semiparametric efficient estimation of survival distributions in two-stage randomisation designs in clinical trials with censored data",3
"1454","10.1093/biomet/93.1.147",2006,"On least-squares regression with censored data",4
"1455","10.1093/biomet/93.1.137",2006,"Orthogonal arrays robust to nonnegligible two-factor interactions",4
"1456","10.1093/biomet/93.1.127",2006,"Efficient designs for one-sided comparisons of two or three treatments with a control in a one-way layout",0
"1457","10.1093/biomet/93.1.113",2006,"Spatially adaptive smoothing splines",0
"1458","10.1093/biomet/93.1.99",2006,"Robust and efficient estimation under data grouping",0
"1459","10.1093/biomet/93.1.85",2006,"Covariance matrix selection and estimation via penalised normal likelihood",23
"1460","10.1093/biomet/93.1.75",2006,"Efficient semiparametric estimator for heteroscedastic partially linear models",2
"1461","10.1093/biomet/93.1.65",2006,"Using intraslice covariances for improved estimation of the central subspace in regression",4
"1462","10.1093/biomet/93.1.53",2006,"Latent-model robustness in structural measurement error models",1
"1463","10.1093/biomet/93.1.41",2006,"Efficient {B}ayes factor estimation from the reversible jump output",2
"1464","10.1093/biomet/93.1.23",2006,"Reference priors for discrete graphical models",1
"1465","10.1093/biomet/93.1.1",2006,"Adaptive and nonadaptive group sequential tests",1
"1466","10.1093/biomet/93.3.742",2006,"Simes' procedure is `valid on average'",0
"1467","10.1093/biomet/93.3.735",2006,"Prospective survival analysis with a general semiparametric shared frailty model: a pseudo full likelihood approach",1
"1468","10.1093/biomet/93.3.723",2006,"Empirical-type likelihoods allowing posterior credible sets with frequentist validity: higher-order asymptotics",3
"1469","10.1093/biomet/93.3.705",2006,"Empirical {B}ayes block shrinkage of wavelet coefficients via the noncentral {$\chi^2$} distribution",0
"1470","10.1093/biomet/93.3.687",2006,"A {H}aar-{F}isz technique for locally stationary volatility estimation",2
"1471","10.1093/biomet/93.3.671",2006,"Models for interval censoring and simulation-based inference for lifetime distributions",0
"1472","10.1093/biomet/93.3.655",2006,"Estimating survival under a dependent truncation",0
"1473","10.1093/biomet/93.3.641",2006,"Confidence intervals in group sequential trials with random group sizes and applications to survival analysis",1
"1474","10.1093/biomet/93.3.627",2006,"Efficient estimation of semiparametric transformation models for counting processes",8
"1475","10.1093/biomet/93.3.613",2006,"On optimal crossover designs when carryover effects are proportional to direct effects",2
"1476","10.1093/biomet/93.3.601",2006,"On recovering a population covariance matrix in the presence of selection bias",0
"1477","10.1093/biomet/93.3.587",2006,"A computationally tractable multivariate random effects model for clustered binary data",0
"1478","10.1093/biomet/93.3.573",2006,"Differential effects and generic biases in observational studies",0
"1479","10.1093/biomet/93.3.555",2006,"Structured multicategory support vector machines with analysis of variance decomposition",1
"1480","10.1093/biomet/93.3.537",2006,"Efficient {B}ayesian inference for {G}aussian copula regression models",5
"1481","10.1093/biomet/93.3.525",2006,"Forensic identification of relatives of individuals included in a database of {DNA} profiles",0
"1482","10.1093/biomet/93.3.509",2006,"False discovery control with {$p$}-value weighting",6
"1483","10.1093/biomet/93.3.491",2006,"Adaptive linear step-up procedures that control the false discovery rate",17
"1484","10.1093/biomet/92.4.975",2005,"An alternative derivation of the distributions of the maximum likelihood estimators of the parameters in an inverse {G}aussian distribution",0
"1485","10.1093/biomet/92.4.971",2005,"A note on reducing the bias of the approximate {B}ayesian bootstrap imputation variance estimator",0
"1486","10.1093/biomet/92.4.965",2005,"Concordance probability and discriminatory power in proportional hazards regression",0
"1487","10.1093/biomet/92.4.957",2005,"The optimal confidence region for a random parameter",1
"1488","10.1093/biomet/92.4.951",2005,"Testing for complete independence in high dimensions",2
"1489","10.1093/biomet/92.4.937",2005,"Can the strengths of {AIC} and {BIC} be shared? {A} conflict between model indentification and regression estimation",10
"1490","10.1093/biomet/92.4.921",2005,"Towards reconciling two asymptotic frameworks in spatial statistics",4
"1491","10.1093/biomet/92.4.909",2005,"First-order intrinsic autoregressions and the de {W}ijs process",2
"1492","10.1093/biomet/92.4.893",2005,"Lower bounds for the number of false null hypotheses for multiple testing of associations under general dependence structures",2
"1493","10.1093/biomet/92.4.875",2005,"Semiparametric estimators for the regression coefficients in the linear transformation competing risks model with missing cause of failure",1
"1494","10.1093/biomet/92.4.863",2005,"Coherence principles in dose-finding studies",2
"1495","10.1093/biomet/92.4.847",2005,"Bivariate current status data with univariate monitoring times",0
"1496","10.1093/biomet/92.4.831",2005,"Model-assisted estimation for complex surveys using penalised splines",1
"1497","10.1093/biomet/92.4.821",2005,"Estimating residual variance in nonparametric regression using least squares",0
"1498","10.1093/biomet/92.4.801",2005,"Nonparametric maximum likelihood estimation of the structural mean of a sample of curves",4
"1499","10.1093/biomet/92.4.787",2005,"Symmetric diagnostics for the analysis of the residuals in regression models",0
"1500","10.1093/biomet/92.4.779",2005,"Covariance decomposition in undirected {G}aussian graphical models",1
"1501","10.1093/biomet/92.4.765",2005,"Data tracking and the understanding of {B}ayesian consistency",0
"1502","10.1093/biomet/92.4.747",2005,"Adaptive sampling for {B}ayesian variable selection",4
"1503","10.1093/biomet/92.3.737",2005,"The {S}tein-{J}ames estimator for short- and long-memory {G}aussian processes",0
"1504","10.1093/biomet/92.3.732",2005,"Estimating a nonlinear function of a normal mean",0
"1505","10.1093/biomet/92.3.724",2005,"Minimum distance estimation for the logistic regression model",3
"1506","10.1093/biomet/92.3.717",2005,"Comparison of hierarchical likelihood versus orthodox best linear unbiased predictor approaches for frailty models",1
"1507","10.1093/biomet/92.3.703",2005,"Estimation of order-restricted means from correlated data",0
"1508","10.1093/biomet/92.3.691",2005,"Diagnostic checking for time series models with conditional heteroscedasticity estimated by the least absolute deviation approach",2
"1509","10.1093/biomet/92.3.679",2005,"Orthogonal bases approach for comparing nonnormal continuous distributions",0
"1510","10.1093/biomet/92.3.667",2005,"Nonparametric inference in multivariate mixtures",2
"1511","10.1093/biomet/92.3.647",2005,"The accelerated gap times model",3
"1512","10.1093/biomet/92.3.633",2005,"Bayesian adaptive designs for clinical trials",1
"1513","10.1093/biomet/92.3.619",2005,"Semiparametric {B}ox-{C}ox power transformation models for censored survival observations",6
"1514","10.1093/biomet/92.3.605",2005,"Semiparametric inference in observational duration-response studies, with duration possibly right-censored",1
"1515","10.1093/biomet/92.3.587",2005,"Joint modelling of accelerated failure time and longitudinal data",0
"1516","10.1093/biomet/92.3.573",2005,"A semiparametric regression cure model with current status data",1
"1517","10.1093/biomet/92.3.559",2005,"Locally-efficient robust estimation of haplotype-disease association in family-based studies",0
"1518","10.1093/biomet/92.3.543",2005,"Smooth quantile ratio estimation",2
"1519","10.1093/biomet/92.3.529",2005,"Frequentist prediction intervals and predictive distributions",1
"1520","10.1093/biomet/92.3.519",2005,"A note on composite likelihood inference and model selection",6
"1521","10.1093/biomet/92.3.507",2005,"Likelihood ratio tests in curved exponential families with nuisance parameters present only under the alternative",0
"1522","10.1093/biomet/92.2.499",2005,"Expected lengths of confidence intervals based on empirical discrepancy statistics",3
"1523","10.1093/biomet/92.2.492",2005,"Empirical likelihood analysis of the rank estimator for the censored accelerated failure time model",1
"1524","10.1093/biomet/92.2.485",2005,"Generalised minimum aberration construction results for symmetrical orthogonal arrays",0
"1525","10.1093/biomet/92.2.477",2005,"Weighted least absolute deviations estimation for an {$\rm AR(1)$} process with {$\rm ARCH(1)$} errors",2
"1526","10.1093/biomet/92.2.465",2005,"Saddlepoint approximations for the {B}ingham and {F}isher-{B}ingham normalising constants",2
"1527","10.1093/biomet/92.2.451",2005,"Monte {C}arlo conditioning on a sufficient statistic",1
"1528","10.1093/biomet/92.2.435",2005,"Mean estimating equation approach to analysing cluster-correlated data with nonignorable cluster sizes",2
"1529","10.1093/biomet/92.2.419",2005,"Hierarchical models for assessing variability among functions",1
"1530","10.1093/biomet/92.2.399",2005,"Semiparametric maximum likelihood estimation exploiting gene-environment independence in case-control studies",3
"1531","10.1093/biomet/92.2.385",2005,"Some nonregular designs from the {N}ordstrom-{R}obinson code and their statistical properties",2
"1532","10.1093/biomet/92.2.371",2005,"Direction estimation in single-index regressions",8
"1533","10.1093/biomet/92.2.351",2005,"Conditional {A}kaike information for mixed-effects models",6
"1534","10.1093/biomet/92.2.337",2005,"On the identification of path analysis models with one hidden variable",2
"1535","10.1093/biomet/92.2.317",2005,"A {M}onte {C}arlo method for computing the marginal likelihood in nondecomposable {G}aussian graphical models",3
"1536","10.1093/biomet/92.2.303",2005,"Variable selection for multivariate failure time data",5
"1537","10.1093/biomet/92.2.283",2005,"Additive hazards {M}arkov regression models illustrated with bone marrow transplant data",0
"1538","10.1093/biomet/92.2.271",2005,"Empirical-likelihood-based semiparametric inference for the treatment effect in the two-sample problem with censoring",2
"1539","10.1093/biomet/92.2.251",2005,"Marginal likelihood, conditional likelihood and empirical likelihood: connections and applications",2
"1540","10.1093/biomet/92.1.242",2005,"A note on shrinkage sliced inverse regression",5
"1541","10.1093/biomet/92.1.234",2005,"Calibrated interpolated confidence intervals for population quantiles",0
"1542","10.1093/biomet/92.1.229",2005,"An examination of the effect of heterogeneity on the estimation of population size using capture-recapture data",0
"1543","10.1093/biomet/92.1.213",2005,"Exploiting occurrence times in likelihood inference for componentwise maxima",0
"1544","10.1093/biomet/92.1.197",2005,"Adaptive two-stage test procedures to find the best treatment in clinical trials",2
"1545","10.1093/biomet/92.1.183",2005,"On measuring the variability of small area estimators under a basic area level model",8
"1546","10.1093/biomet/92.1.173",2005,"Power of edge exclusion tests in graphical {G}aussian models",0
"1547","10.1093/biomet/92.1.159",2005,"Nonparametric tests for and against likelihood ratio ordering in the two-sample problem",0
"1548","10.1093/biomet/92.1.149",2005,"Standard errors and covariance matrices for smoothed rank estimators",3
"1549","10.1093/biomet/92.1.135",2005,"Discrete-transform approach to deconvolution problems",4
"1550","10.1093/biomet/92.1.119",2005,"Multiscale generalised linear models for nonparametric function estimation",1
"1551","10.1093/biomet/92.1.105",2005,"Theory for penalised spline regression",7
"1552","10.1093/biomet/92.1.91",2005,"Exact likelihood ratio tests for penalised splines",2
"1553","10.1093/biomet/92.1.75",2005,"Covariate-adjusted regression",3
"1554","10.1093/biomet/92.1.59",2005,"Local polynomial regression analysis of clustered data",3
"1555","10.1093/biomet/92.1.47",2005,"On the implementation of local probability matching priors for interest parameters",4
"1556","10.1093/biomet/92.1.31",2005,"Bayesian exponentially tilted empirical likelihood",8
"1557","10.1093/biomet/92.1.19",2005,"Semiparametric regression analysis of mean residual life with censored survival data",3
"1558","10.1093/biomet/92.1.1",2005,"Semiparametric analysis of short-term and long-term hazard ratios with two-sample survival data",0
"1559","10.1093/biomet/91.4.987",2004,"The distribution of the difference between two {$t$}-variates",0
"1560","10.1093/biomet/91.4.975",2004,"Multivariate distributions with support above the diagonal",0
"1561","10.1093/biomet/91.4.955",2004,"`{A}nalytic' wavelet thresholding",0
"1562","10.1093/biomet/91.4.943",2004,"Statistical inference based on non-smooth estimating functions",3
"1563","10.1093/biomet/91.4.929",2004,"A paradox concerning nuisance parameters and projected estimating functions",4
"1564","10.1093/biomet/91.4.913",2004,"Coordination, combination and extension of balanced samples",0
"1565","10.1093/biomet/91.4.893",2004,"Efficient balanced sampling: the cube method",4
"1566","10.1093/biomet/91.4.877",2004,"Adaptive cluster double sampling",0
"1567","10.1093/biomet/91.4.863",2004,"Adjusting for covariate errors with nonparametric assessment of the true covariate distribution",0
"1568","10.1093/biomet/91.4.849",2004,"A semiparametric changepoint model",0
"1569","10.1093/biomet/91.4.835",2004,"Locally efficient semiparametric estimators for functional measurement error models",10
"1570","10.1093/biomet/91.4.819",2004,"A crossvalidation method for estimating conditional densities",8
"1571","10.1093/biomet/91.4.801",2004,"Additive hazards model with multivariate failure time data",1
"1572","10.1093/biomet/91.4.785",2004,"Model selection in irregular problems: applications to mapping quantitative trait loci",2
"1573","10.1093/biomet/91.4.763",2004,"Estimation of treatment effects in randomised trials with non-compliance and a dichotomous outcome using structural mean models",3
"1574","10.1093/biomet/91.3.758",2004,"Permutation invariance of alternating logistic regression for multivariate binary data",1
"1575","10.1093/biomet/91.3.751",2004,"Efficient recursions for general factorisable models",3
"1576","10.1093/biomet/91.3.743",2004,"Nonparametric confidence intervals for receiver operating characteristic curves",1
"1577","10.1093/biomet/91.3.738",2004,"Measurement exchangeability and normal one-factor models",0
"1578","10.1093/biomet/91.3.729",2004,"A note on pseudolikelihood constructed from marginal densities",10
"1579","10.1093/biomet/91.3.715",2004,"A superiority-equivalence approach to one-sided tests on multiple endpoints in clinical trials",0
"1580","10.1093/biomet/91.3.705",2004,"The geometry of biplot scaling",0
"1581","10.1093/biomet/91.3.683",2004,"Temporal process regression",5
"1582","10.1093/biomet/91.3.661",2004,"Efficient estimation for semivarying-coefficient models",4
"1583","10.1093/biomet/91.3.645",2004,"On multiple regression models with nonstationary correlated errors",0
"1584","10.1093/biomet/91.3.629",2004,"Multivariate spectral analysis using {C}holesky decomposition",3
"1585","10.1093/biomet/91.3.613",2004,"Large-sample properties of the periodogram estimator of seasonally persistent processes",0
"1586","10.1093/biomet/91.3.603",2004,"A modified likelihood ratio statistic for some nonregular models",0
"1587","10.1093/biomet/91.3.591",2004,"Model selection for {G}aussian concentration graphs",4
"1588","10.1093/biomet/91.3.579",2004,"A diagnostic procedure based on local influence",3
"1589","10.1093/biomet/91.3.559",2004,"Fractional hot deck imputation",6
"1590","10.1093/biomet/91.3.543",2004,"Inference based on the {EM} algorithm for the competing risks model with masked causes of failure",1
"1591","10.1093/biomet/91.3.529",2004,"Case-control current status data",0
"1592","10.1093/biomet/91.3.507",2004,"Power, sample size and adaptation considerations in the design of group sequential clinical trials",0
"1593","10.1093/biomet/91.2.497",2004,"Posterior probability intervals in {B}ayesian wavelet estimation",2
"1594","10.1093/biomet/91.2.491",2004,"Nonparametric detection of correlated errors",0
"1595","10.1093/biomet/91.2.471",2004,"Efficient importance sampling for events of moderate deviations with applications",0
"1596","10.1093/biomet/91.2.461",2004,"Efficient {R}obbins-{M}onro procedure for binary data",2
"1597","10.1093/biomet/91.2.447",2004,"Assessing robustness of generalised estimating equations and quadratic inference functions",1
"1598","10.1093/biomet/91.2.425",2004,"Bayes linear kinematics and {B}ayes linear {B}ayes graphical models",0
"1599","10.1093/biomet/91.2.409",2004,"Principal {H}essian directions for regression with measurement error",2
"1600","10.1093/biomet/91.2.393",2004,"Nonparametric inference for stochastic linear hypotheses: application to high-dimensional data",1
"1601","10.1093/biomet/91.2.383",2004,"Multimodality of the likelihood in the bivariate seemingly unrelated regressions model",4
"1602","10.1093/biomet/91.2.363",2004,"Estimating vaccine efficacy from small outbreaks",0
"1603","10.1093/biomet/91.2.345",2004,"Stochastic multitype epidemics in a community of households: estimation of threshold parameter {$R_*$} and secure vaccination coverage",1
"1604","10.1093/biomet/91.2.331",2004,"On semiparametric transformation cure models",6
"1605","10.1093/biomet/91.2.321",2004,"Analysis of longitudinal data in case-control studies",1
"1606","10.1093/biomet/91.2.305",2004,"Weighted estimating equations for semiparametric transformation models with censored data from a case-cohort design",2
"1607","10.1093/biomet/91.2.291",2004,"Regression methods for gap time hazard functions of sequentially ordered multivariate failure time data",3
"1608","10.1093/biomet/91.2.277",2004,"Semiparametric regression analysis for doubly censored data",0
"1609","10.1093/biomet/91.2.263",2004,"Sample-size formula for clustered survival data using weighted log-rank statistics",0
"1610","10.1093/biomet/91.2.251",2004,"Profile-kernel versus backfitting in the partially linear models for longitudinal/clustered data",5
"1611","10.1093/biomet/91.1.246",2004,"A multi-move sampler for estimating non-{G}aussian time series models. {C}omments on: ``{L}ikelihood analysis of non-{G}aussian measurement time series'' [{B}iometrika {\bf 84} (1997), no. 3, 653--667; MR1603940] by {N}.\ {S}hephard and {M}. {K}.\ {P}itt",0
"1612","10.1093/biomet/91.1.240",2004,"Revisiting simple linear regression with autocorrelated errors",0
"1613","10.1093/biomet/91.1.234",2004,"Compatibility among marginal densities",0
"1614","10.1093/biomet/91.1.226",2004,"Boosting kernel density estimates: a bias reduction technique?",0
"1615","10.1093/biomet/91.1.219",2004,"Estimating genetic association parameters from family data",1
"1616","10.1093/biomet/91.1.211",2004,"Contiguity of the {W}hittle measure for a {G}aussian time series",3
"1617","10.1093/biomet/91.1.195",2004,"Generalised likelihood ratio tests for spectral density",2
"1618","10.1093/biomet/91.1.177",2004,"Equivalent kernels of smoothing splines in nonparametric regression for clustered/longitudinal data",12
"1619","10.1093/biomet/91.1.165",2004,"A comparison of sequential and non-sequential designs for discrimination between nested regression models",0
"1620","10.1093/biomet/91.1.153",2004,"Design sensitivity in observational studies",8
"1621","10.1093/biomet/91.1.141",2004,"On identification of multi-factor models with correlated residuals",6
"1622","10.1093/biomet/91.1.125",2004,"Data-informed influence analysis",1
"1623","10.1093/biomet/91.1.113",2004,"Testing for multimodality with dependent data",0
"1624","10.1093/biomet/91.1.95",2004,"Small-area estimation based on natural exponential family quadratic variance function models and survey weights",3
"1625","10.1093/biomet/91.1.81",2004,"Statistical inference for infinite-dimensional parameters via asymptotically pivotal estimating functions",2
"1626","10.1093/biomet/91.1.65",2004,"Quasi-variances",0
"1627","10.1093/biomet/91.1.45",2004,"Bayesian criterion based model assessment for categorical data",0
"1628","10.1093/biomet/91.1.27",2004,"Bayesian information criteria and smoothing parameter selection in radial basis function networks",3
"1629","10.1093/biomet/91.1.15",2004,"Equivalence of prospective and retrospective models in the {B}ayesian analysis of case-control studies",2
"1630","10.1093/biomet/91.1.1",2004,"Bayesian correlation estimation",1
"1631","10.1093/biomet/90.4.991",2003,"A note on: ``{T}esting the number of components in a normal mixture'' [{B}iometrika {\bf 88} (2001), no. 3, 767--778; MR1859408] by {Y}. {L}o, {N}. {R}. {M}endell, and {D}. {B}. {R}ubin",1
"1632","10.1093/biomet/90.4.985",2003,"A note on methods of restoring consistency to the bootstrap",3
"1633","10.1093/biomet/90.4.982",2003,"Conditional and marginal association for binary random variables",0
"1634","10.1093/biomet/90.4.976",2003,"Conditional likelihood inference under complex ascertainment using data augmentation",0
"1635","10.1093/biomet/90.4.967",2003,"Least absolute deviations estimation for {ARCH} and {GARCH} models",6
"1636","10.1093/biomet/90.4.953",2003,"Asymptotic distributions of principal components based on robust dispersions",0
"1637","10.1093/biomet/90.4.937",2003,"Optimal calibration estimators in survey sampling",2
"1638","10.1093/biomet/90.4.923",2003,"Choosing sample size for a clinical trial using decision analysis",2
"1639","10.1093/biomet/90.4.913",2003,"Testing the proportional odds model under random censoring",0
"1640","10.1093/biomet/90.4.899",2003,"Martingale difference residuals as a diagnostic tool for the {C}ox model",0
"1641","10.1093/biomet/90.4.891",2003,"Minimum aberration construction results for nonregular two-level fractional factorial designs",6
"1642","10.1093/biomet/90.4.881",2003,"Second-order power comparisons for a class of nonparametric likelihood-based tests",3
"1643","10.1093/biomet/90.4.859",2003,"A hybrid estimator in nonlinear and generalised linear mixed effects models",1
"1644","10.1093/biomet/90.4.845",2003,"Adjusted profile estimating function",0
"1645","10.1093/biomet/90.4.831",2003,"Nonparametric estimation of large covariance matrices of longitudinal data",16
"1646","10.1093/biomet/90.4.809",2003,"Efficient estimation of covariance selection models",11
"1647","10.1093/biomet/90.4.791",2003,"Exponential functionals and means of neutral-to-the-right priors",4
"1648","10.1093/biomet/90.4.777",2003,"Observation-driven models for {P}oisson counts",1
"1649","10.1093/biomet/90.4.765",2003,"Matching conditional and marginal shapes in binary random intercept models using a bridge distribution function",0
"1650","10.1093/biomet/90.4.747",2003,"Analysis of multivariate missing data with nonignorable nonresponse",3
"1651","10.1093/biomet/90.3.741",2003,"Robust variance estimation for rate ratio parameter estimates from individually matched case-control data",0
"1652","10.1093/biomet/90.3.732",2003,"Rank-based regression with repeated measurements data",1
"1653","10.1093/biomet/90.3.728",2003,"Studies in the history of probability and statistics. {XLVIII}. {T}he {B}ayesian contributions of {E}rnest {L}hoste",0
"1654","10.1093/biomet/90.3.724",2003,"Identifiability and censored data",1
"1655","10.1093/biomet/90.3.717",2003,"Estimating subject-specific survival functions under the accelerated failure time model",7
"1656","10.1093/biomet/90.3.703",2003,"Testing and estimation of thresholds based on wavelets in heteroscedastic threshold autoregressive models",0
"1657","10.1093/biomet/90.3.679",2003,"Principal component models for correlation matrices",0
"1658","10.1093/biomet/90.3.669",2003,"Assessing landmark influence on shape variation",0
"1659","10.1093/biomet/90.3.655",2003,"Spherical regression",1
"1660","10.1093/biomet/90.3.643",2003,"A multiple-imputation {M}etropolis version of the {EM} algorithm",0
"1661","10.1093/biomet/90.3.629",2003,"A {B}ayesian justification of {C}ox's partial likelihood",2
"1662","10.1093/biomet/90.3.613",2003,"Bayesian inference for {M}arkov processes with diffusion and discrete components",1
"1663","10.1093/biomet/90.3.597",2003,"Inference about a secondary process following a sequential trial",1
"1664","10.1093/biomet/90.3.585",2003,"Using logistic regression procedures for estimating receiver operating characteristic curves",1
"1665","10.1093/biomet/90.3.577",2003,"Khmaladze-type graphical evaluation of the proportional hazards assumption",0
"1666","10.1093/biomet/90.3.567",2003,"On the geometry of measurement error models",1
"1667","10.1093/biomet/90.3.551",2003,"Generalised structured models",4
"1668","10.1093/biomet/90.3.533",2003,"Modified profile likelihoods in models with stratum nuisance parameters",4
"1669","10.1093/biomet/90.3.517",2003,"Conditioning to reduce the sensitivity of general estimating functions to nuisance parameters",0
"1670","10.1093/biomet/90.3.491",2003,"Uniform consistency in causal inference",5
"1671","10.1093/biomet/90.2.489",2003,"A counterexample to a claim about stochastic simulations",2
"1672","10.1093/biomet/90.2.482",2003,"On sufficient conditions for {B}ayesian consistency",5
"1673","10.1093/biomet/90.2.478",2003,"Copula model generated by {D}abrowska's association measure",0
"1674","10.1093/biomet/90.2.471",2003,"Estimating ordered binomial proportions with the use of group testing",1
"1675","10.1093/biomet/90.2.465",2003,"Sufficient conditions for balanced incomplete block designs to be minimal fractional combinatorial treatment designs",0
"1676","10.1093/biomet/90.2.455",2003,"A family of multivariate binary distributions for simulating correlated binary variables with specified marginal means and correlations",4
"1677","10.1093/biomet/90.2.445",2003,"The {W}ilson-{H}ilferty transformation is locally saddlepoint",1
"1678","10.1093/biomet/90.2.435",2003,"Closed-form likelihoods for {A}rnason-{S}chwarz models",2
"1679","10.1093/biomet/90.2.423",2003,"Measures for designs in experiments with correlated errors",2
"1680","10.1093/biomet/90.2.411",2003,"Weighted chi-squared tests for partial common principal component subspaces",2
"1681","10.1093/biomet/90.2.393",2003,"Prepivoting by weighted bootstrap iteration",1
"1682","10.1093/biomet/90.2.379",2003,"Discriminant analysis through a semiparametric model",1
"1683","10.1093/biomet/90.2.367",2003,"On the inefficiency of the adaptive design for monitoring clinical trials",4
"1684","10.1093/biomet/90.2.355",2003,"A serially correlated gamma frailty model for longitudinal count data",6
"1685","10.1093/biomet/90.2.341",2003,"Rank-based inference for the accelerated failure time model",18
"1686","10.1093/biomet/90.2.327",2003,"Likelihood for component parameters",5
"1687","10.1093/biomet/90.2.319",2003,"Bayesian empirical likelihood",9
"1688","10.1093/biomet/90.2.303",2003,"Bayesian methods for partial stochastic orderings",2
"1689","10.1093/biomet/90.2.289",2003,"Fully {B}ayesian spline smoothing and intrinsic autoregressive priors",3
"1690","10.1093/biomet/90.2.269",2003,"Nonparametric analysis of covariance for censored data",1
"1691","10.1093/biomet/90.2.251",2003,"Decomposability and selection of graphical models for multivariate time series",0
"1692","10.1093/biomet/90.1.245",2003,"A proof of the conjecture on positive skewness of generalised inverse {G}aussian distributions",0
"1693","10.1093/biomet/90.1.239",2003,"On modelling mean-covariance structures in longitudinal studies",7
"1694","10.1093/biomet/90.1.233",2003,"Some theory for constructing minimum aberration fractional factorial designs",6
"1695","10.1093/biomet/90.1.223",2003,"A test for linear versus convex regression function using shape-restricted regression",0
"1696","10.1093/biomet/90.1.209",2003,"B\\"urmann expansion and test for additivity",0
"1697","10.1093/biomet/90.1.199",2003,"A nonparametric test for panel count data",2
"1698","10.1093/biomet/90.1.183",2003,"Nonparametric estimation from current status data with competing risks",4
"1699","10.1093/biomet/90.1.171",2003,"Estimation of a failure time distribution based on imperfect diagnostic tests",0
